date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:40:18	102268/102268	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:51:36%20GMT	https://www.w3schools.com/js/js_quiz.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_quiz.html	(from https://www.w3schools.com/js/)
21:40:18	99374/99374	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:39:46%20GMT	https://www.w3schools.com/js/js_intro.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_intro.html	(from https://www.w3schools.com/js/)
21:40:20	102333/102333	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:43:54%20GMT	https://www.w3schools.com/js/js_whereto.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_whereto.html	(from https://www.w3schools.com/js/)
21:40:20	100969/100969	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:40:57%20GMT	https://www.w3schools.com/js/js_output.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_output.html	(from https://www.w3schools.com/js/)
21:40:21	101726/101726	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:42:02%20GMT	https://www.w3schools.com/js/js_statements.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_statements.html	(from https://www.w3schools.com/js/)
21:40:22	103648/103648	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:45:49%20GMT	https://www.w3schools.com/js/js_syntax.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_syntax.html	(from https://www.w3schools.com/js/)
21:40:24	109775/109775	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:43:30%20GMT	https://www.w3schools.com/js/js_variables.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_variables.html	(from https://www.w3schools.com/js/)
21:40:24	99006/99006	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:45:16%20GMT	https://www.w3schools.com/js/js_comments.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_comments.html	(from https://www.w3schools.com/js/)
21:40:25	104119/104119	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:48:24%20GMT	https://www.w3schools.com/js/js_let.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_let.html	(from https://www.w3schools.com/js/)
21:40:25	104853/104853	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:44:50%20GMT	https://www.w3schools.com/js/js_const.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_const.html	(from https://www.w3schools.com/js/)
21:40:26	105988/105988	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:42:30%20GMT	https://www.w3schools.com/js/js_operators.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_operators.html	(from https://www.w3schools.com/js/)
21:40:27	103875/103875	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:46:09%20GMT	https://www.w3schools.com/js/js_arithmetic.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_arithmetic.html	(from https://www.w3schools.com/js/)
21:40:32	105425/105425	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:47:16%20GMT	https://www.w3schools.com/js/js_assignment.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_assignment.html	(from https://www.w3schools.com/js/)
21:40:32	108635/108635	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:46:34%20GMT	https://www.w3schools.com/js/js_datatypes.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_datatypes.html	(from https://www.w3schools.com/js/)
21:40:33	102226/102226	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:41:22%20GMT	https://www.w3schools.com/js/js_functions.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_functions.html	(from https://www.w3schools.com/js/)
21:40:34	106109/106109	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:43:19%20GMT	https://www.w3schools.com/js/js_objects.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_objects.html	(from https://www.w3schools.com/js/)
21:40:34	100522/100522	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:46:38%20GMT	https://www.w3schools.com/js/js_events.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_events.html	(from https://www.w3schools.com/js/)
21:40:35	105456/105456	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:52:07%20GMT	https://www.w3schools.com/js/js_strings.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_strings.html	(from https://www.w3schools.com/js/)
21:40:36	122109/122109	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:41:41%20GMT	https://www.w3schools.com/js/js_string_methods.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_string_methods.html	(from https://www.w3schools.com/js/)
21:40:37	107782/107782	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:49:54%20GMT	https://www.w3schools.com/js/js_string_search.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_string_search.html	(from https://www.w3schools.com/js/)
21:40:38	99771/99771	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:56:31%20GMT	https://www.w3schools.com/js/js_string_templates.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_string_templates.html	(from https://www.w3schools.com/js/)
21:40:39	110489/110489	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:46:02%20GMT	https://www.w3schools.com/js/js_numbers.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_numbers.html	(from https://www.w3schools.com/js/)
21:40:40	103492/103492	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:15:17%20GMT	https://www.w3schools.com/js/js_bigint.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_bigint.html	(from https://www.w3schools.com/js/)
21:40:41	107908/107908	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:48:01%20GMT	https://www.w3schools.com/js/js_number_methods.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_number_methods.html	(from https://www.w3schools.com/js/)
21:40:43	101751/101751	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:14:15%20GMT	https://www.w3schools.com/js/js_number_properties.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_number_properties.html	(from https://www.w3schools.com/js/)
21:40:44	114032/114032	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:41:09%20GMT	https://www.w3schools.com/js/js_arrays.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_arrays.html	(from https://www.w3schools.com/js/)
21:40:45	112164/112164	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:42:37%20GMT	https://www.w3schools.com/js/js_array_methods.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_array_methods.html	(from https://www.w3schools.com/js/)
21:40:48	107346/107346	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:47:31%20GMT	https://www.w3schools.com/js/js_array_sort.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_array_sort.html	(from https://www.w3schools.com/js/)
21:40:51	119431/119431	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:53:45%20GMT	https://www.w3schools.com/js/js_array_iteration.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_array_iteration.html	(from https://www.w3schools.com/js/)
21:40:53	103948/103948	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:08:47%20GMT	https://www.w3schools.com/js/js_array_const.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_array_const.html	(from https://www.w3schools.com/js/)
21:40:55	108226/108226	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:46:48%20GMT	https://www.w3schools.com/js/js_dates.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_dates.html	(from https://www.w3schools.com/js/)
21:40:56	105648/105648	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:47:53%20GMT	https://www.w3schools.com/js/js_date_formats.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_date_formats.html	(from https://www.w3schools.com/js/)
21:40:58	109959/109959	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:54:10%20GMT	https://www.w3schools.com/js/js_date_methods.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_date_methods.html	(from https://www.w3schools.com/js/)
21:40:59	101346/101346	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:15:15%20GMT	https://www.w3schools.com/js/js_date_methods_set.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_date_methods_set.html	(from https://www.w3schools.com/js/)
21:41:00	110202/110202	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:54:45%20GMT	https://www.w3schools.com/js/js_math.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_math.html	(from https://www.w3schools.com/js/)
21:41:03	98983/98983	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:50:07%20GMT	https://www.w3schools.com/js/js_random.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_random.html	(from https://www.w3schools.com/js/)
21:41:03	102793/102793	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:01:30%20GMT	https://www.w3schools.com/js/js_booleans.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_booleans.html	(from https://www.w3schools.com/js/)
21:41:04	107792/107792	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:48:25%20GMT	https://www.w3schools.com/js/js_comparisons.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_comparisons.html	(from https://www.w3schools.com/js/)
21:41:06	101782/101782	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:40:50%20GMT	https://www.w3schools.com/js/js_if_else.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_if_else.html	(from https://www.w3schools.com/js/)
21:41:07	103601/103601	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:29:54%20GMT	https://www.w3schools.com/js/js_switch.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_switch.html	(from https://www.w3schools.com/js/)
21:41:08	103449/103449	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:40:44%20GMT	https://www.w3schools.com/js/js_loop_for.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_loop_for.html	(from https://www.w3schools.com/js/)
21:41:08	98409/98409	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:51:37%20GMT	https://www.w3schools.com/js/js_loop_forin.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_loop_forin.html	(from https://www.w3schools.com/js/)
21:41:09	98542/98542	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:59:10%20GMT	https://www.w3schools.com/js/js_loop_forof.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_loop_forof.html	(from https://www.w3schools.com/js/)
21:41:10	99561/99561	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:51:35%20GMT	https://www.w3schools.com/js/js_loop_while.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_loop_while.html	(from https://www.w3schools.com/js/)
21:41:11	99400/99400	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:50:50%20GMT	https://www.w3schools.com/js/js_break.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_break.html	(from https://www.w3schools.com/js/)
21:41:15	98326/98326	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:24:15%20GMT	https://www.w3schools.com/js/js_iterables.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_iterables.html	(from https://www.w3schools.com/js/)
21:41:16	99846/99846	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:28:46%20GMT	https://www.w3schools.com/js/js_sets.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_sets.html	(from https://www.w3schools.com/js/)
21:41:17	101903/101903	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:09:30%20GMT	https://www.w3schools.com/js/js_maps.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_maps.html	(from https://www.w3schools.com/js/)
21:41:17	109954/109954	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:53:16%20GMT	https://www.w3schools.com/js/js_typeof.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_typeof.html	(from https://www.w3schools.com/js/)
21:41:18	111247/111247	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:07:57%20GMT	https://www.w3schools.com/js/js_type_conversion.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_type_conversion.html	(from https://www.w3schools.com/js/)
21:41:19	106837/106837	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:16:17%20GMT	https://www.w3schools.com/js/js_bitwise.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_bitwise.html	(from https://www.w3schools.com/js/)
21:41:21	106044/106044	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:54:13%20GMT	https://www.w3schools.com/js/js_regexp.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_regexp.html	(from https://www.w3schools.com/js/)
21:41:22	108614/108614	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:28:24%20GMT	https://www.w3schools.com/js/js_precedence.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_precedence.html	(from https://www.w3schools.com/js/)
21:41:23	107297/107297	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:51:14%20GMT	https://www.w3schools.com/js/js_errors.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_errors.html	(from https://www.w3schools.com/js/)
21:41:25	102929/102929	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:52:43%20GMT	https://www.w3schools.com/js/js_scope.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_scope.html	(from https://www.w3schools.com/js/)
21:41:26	101138/101138	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:05:46%20GMT	https://www.w3schools.com/js/js_hoisting.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_hoisting.html	(from https://www.w3schools.com/js/)
21:41:27	108094/108094	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:01:56%20GMT	https://www.w3schools.com/js/js_strict.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_strict.html	(from https://www.w3schools.com/js/)
21:41:28	104691/104691	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:49:02%20GMT	https://www.w3schools.com/js/js_this.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_this.html	(from https://www.w3schools.com/js/)
21:41:28	102040/102040	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:58:37%20GMT	https://www.w3schools.com/js/js_arrow_function.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_arrow_function.html	(from https://www.w3schools.com/js/)
21:41:30	101169/101169	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:55:50%20GMT	https://www.w3schools.com/js/js_classes.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_classes.html	(from https://www.w3schools.com/js/)
21:41:32	98364/98364	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:02:20%20GMT	https://www.w3schools.com/js/js_modules.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_modules.html	(from https://www.w3schools.com/js/)
21:41:38	100020/100020	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:46:29%20GMT	https://www.w3schools.com/js/js_json.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_json.html	(from https://www.w3schools.com/js/)
21:41:39	100044/100044	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:12:58%20GMT	https://www.w3schools.com/js/js_debugging.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_debugging.html	(from https://www.w3schools.com/js/)
21:41:39	103895/103895	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:09:56%20GMT	https://www.w3schools.com/js/js_conventions.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_conventions.html	(from https://www.w3schools.com/js/)
21:41:40	107285/107285	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:35:08%20GMT	https://www.w3schools.com/js/js_best_practices.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_best_practices.html	(from https://www.w3schools.com/js/)
21:41:41	110163/110163	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:24:52%20GMT	https://www.w3schools.com/js/js_mistakes.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_mistakes.html	(from https://www.w3schools.com/js/)
21:41:42	98950/98950	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2015:20:02%20GMT	https://www.w3schools.com/js/js_performance.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_performance.html	(from https://www.w3schools.com/js/)
21:41:43	103136/103136	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:22:43%20GMT	https://www.w3schools.com/js/js_reserved.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_reserved.html	(from https://www.w3schools.com/js/)
21:41:43	99686/99686	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:14:40%20GMT	https://www.w3schools.com/js/js_versions.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_versions.html	(from https://www.w3schools.com/js/)
21:41:44	121377/121377	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:27:55%20GMT	https://www.w3schools.com/js/js_es5.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_es5.html	(from https://www.w3schools.com/js/)
21:41:45	123567/123567	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:56:51%20GMT	https://www.w3schools.com/js/js_es6.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_es6.html	(from https://www.w3schools.com/js/)
21:41:46	99218/99218	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2015:22:33%20GMT	https://www.w3schools.com/js/js_2016.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_2016.html	(from https://www.w3schools.com/js/)
21:41:47	103114/103114	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2015:56:29%20GMT	https://www.w3schools.com/js/js_2017.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_2017.html	(from https://www.w3schools.com/js/)
21:41:48	101696/101696	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:02:06%20GMT	https://www.w3schools.com/js/js_2018.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_2018.html	(from https://www.w3schools.com/js/)
21:41:51	111093/111093	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2015:46:05%20GMT	https://www.w3schools.com/js/js_2019.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_2019.html	(from https://www.w3schools.com/js/)
21:41:52	107464/107464	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:01:35%20GMT	https://www.w3schools.com/js/js_2020.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_2020.html	(from https://www.w3schools.com/js/)
21:41:53	101438/101438	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:53:26%20GMT	https://www.w3schools.com/js/js_2021.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_2021.html	(from https://www.w3schools.com/js/)
21:41:54	101250/101250	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2015:24:19%20GMT	https://www.w3schools.com/js/js_ie_edge.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_ie_edge.html	(from https://www.w3schools.com/js/)
21:41:55	101799/101799	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:51:25%20GMT	https://www.w3schools.com/js/js_history.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_history.html	(from https://www.w3schools.com/js/)
21:41:57	104635/104635	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:49:35%20GMT	https://www.w3schools.com/js/js_object_definition.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_object_definition.html	(from https://www.w3schools.com/js/)
21:41:58	103577/103577	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2013:54:08%20GMT	https://www.w3schools.com/js/js_object_properties.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_object_properties.html	(from https://www.w3schools.com/js/)
21:42:02	100348/100348	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:03:43%20GMT	https://www.w3schools.com/js/js_object_methods.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_object_methods.html	(from https://www.w3schools.com/js/)
21:42:02	102835/102835	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:35:05%20GMT	https://www.w3schools.com/js/js_object_display.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_object_display.html	(from https://www.w3schools.com/js/)
21:42:03	101949/101949	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2014:28:29%20GMT	https://www.w3schools.com/js/js_object_accessors.asp	C:/My%20Web%20Sites/javascript/www.w3schools.com/js/js_object_accessors.html	(from https://www.w3schools.com/js/)
